Number,id,missing data,citation1,citation2,citation3,country,country id,latitude,longitude,method,rdt type,month start,year start,month end,year end,lower age,upper age,pf pos,examined,PR,Dummy Time
77,804958,,"Gitonga, C. and Brooker, S. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-2.5213,40.53213,RDT,Paracheck Pf (Dipstick),3,2009,3,2009,5,17,0,105,0,2000
78,804974,,"Mutero, C.M., Mutinga, M.J., Ngindu, A.M., Kenya, P.R. and Amimo, F.A. (1992).  <b>Visceral leishmaniasis and malaria prevalence in West Pokot District, Kenya.</b> <i>East African Medical Journal</i>, <b>69</b>(1):3-8",,,Kenya,KEN,1.2783,35.1683,Microscopy,,6,1986,6,1986,0,99,7,100,0.07,2000
79,805000,,"Mbogo, C. (2009). <i>Report on the malaria prevalence survey in Malindi.</i> Malindi, Kenya 4pg.",,,Kenya,KEN,-3.15931,40.07761,Microscopy,,10,2008,10,2008,3,14,6,101,0.059405941,2000
80,805007,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-4.0845,39.3068,RDT,Rapid Uni-Gold,9,2003,9,2003,0.2,5,20,23,0.869565217,2000
81,805045,,"UNICEF KCO. (1994). <i>Vitamin A deficiency in Kenya: A report of the national micronutrients survey, 1994.</i> Nairobi, Kenya: UNICEF 89pg.",,,Kenya,KEN,0.3597,35.824,Microscopy,,5,1994,5,1994,0,6,1,235,0.004255319,2000
82,805052,,"Okech, B.A. (2004). <i>Environmental factors affecting the development of <i>Plasmodium falciparum</i> in <i>Anopheles</i> gambaie mosquitoes.</i>",,,Kenya,KEN,-0.4752,34.2802,Microscopy,,4,2002,4,2002,1,5,11,24,0.458333333,2000
83,805091,,"Mutero, C.M., Mutinga, M.J., Ngindu, A.M., Kenya, P.R. and Amimo, F.A. (1992).  <b>Visceral leishmaniasis and malaria prevalence in West Pokot District, Kenya.</b> <i>East African Medical Journal</i>, <b>69</b>(1):3-8",,,Kenya,KEN,1.3477,35.6502,Microscopy,,6,1986,6,1986,0,99,4,99,0.04040404,2000
84,805093,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,0.3183,34.2828,RDT,Rapid Uni-Gold,2,2003,2,2003,0.1,5,23,26,0.884615385,2000
85,805110,,"Montgomery, S.R., Muok, EM, Mwinzi, PN, Williamson, JM, Secor, WE and Karanja, DM. (2008). <i>Estimation of attributable risk of anemia due to schistosomiasis in western Kenya.</i> New Orleans, United States of America.","Montgomery, SR. (2009) personal communication.",,Kenya,KEN,-0.16674,34.48287,Microscopy,,3,2007,4,2007,5,14,112,138,0.811594203,2000
86,805117,,"Mutero, C.M., Kabutha, C., Kimani, V., Kabuage, L., Gitau, G., Ssennyonga, J., Githure, J., Muthami, L., Kaida, A., Musyoka, L., Kiarie, E. and Oganda, M. (2004).  <b>A transdisciplinary perspective on the links between malaria and agroecosystems in Kenya.</b> <i>Acta Tropica</i>, <b>89</b>(2):171-86",,,Kenya,KEN,-0.617,37.249,Microscopy,,11,2001,2,2002,0,9,9,53,0.169811321,2000
87,805118,,"Mutero, C.M., Kabutha, C., Kimani, V., Kabuage, L., Gitau, G., Ssennyonga, J., Githure, J., Muthami, L., Kaida, A., Musyoka, L., Kiarie, E. and Oganda, M. (2004).  <b>A transdisciplinary perspective on the links between malaria and agroecosystems in Kenya.</b> <i>Acta Tropica</i>, <b>89</b>(2):171-86",,,Kenya,KEN,-0.5667,37.45,Microscopy,,11,2001,2,2002,0,9,34,63,0.53968254,2000
88,805138,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.8384,39.7581,Microscopy,,5,2009,5,2009,1,10,1,10,0.1,2000
89,805139,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.11728,37.01898,RDT,Paracheck Pf,11,2009,11,2009,5,17,0,110,0,2000
90,805152,,"Ashford, R.W., Craig, P.S. and Oppenheimer, S.J. (1993).  <b>Polyparasitism on the Kenya coast. 2. Spatial heterogeneity in parasite distributions.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>87</b>(3):283-93",,,Kenya,KEN,-3.53723,39.63331,Microscopy,,10,1985,10,1985,0,99,28,48,0.583333333,2000
91,805162,,"Okech, B.A. (2004). <i>Environmental factors affecting the development of <i>Plasmodium falciparum</i> in <i>Anopheles</i> gambaie mosquitoes.</i>",,,Kenya,KEN,-0.43991,34.2347,Microscopy,,11,2001,12,2001,1,15,62,198,0.313131313,2000
92,805175,,"Zurovac, D. (2000) personal communication.",,,Kenya,KEN,-0.8791,34.7652,RDT,ICT Malaria Pf/Pv,5,2000,5,2000,0,14,13,91,0.142857143,2000
93,805207,,"Snow, R.W. (1991) personal communication.",,,Kenya,KEN,-3.48834,39.9094,Microscopy,,11,1990,11,1991,1,7,0,5,0,2000
94,805213,,"Marsh, K. (1995) personal communication.",,,Kenya,KEN,-3.56476,39.80724,Microscopy,,3,1995,3,1995,1,4,57,130,0.438461538,2000
95,805289,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.07057,35.27672,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,110,0,2000
96,805292,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.8037,38.29859,RDT,Paracheck Pf (Device),9,2009,9,2009,5,17,0,110,0,2000
97,805305,,"Rapuoda, B.A. (1995). <i>The malaria parasite prevalence rates in settled villages of the Mwea Tebere irrigation scheme.</i> D. Phil. Thesis. Kenyatta University, Nairobi, Kenya.",,,Kenya,KEN,-0.6636,37.3486,Microscopy,,8,1990,8,1990,1,9,1,139,0.007194245,2000
98,805328,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.26563,34.75392,RDT,Paracheck Pf (Device),9,2009,9,2009,5,17,7,109,0.064220183,2000
99,805342,,"Kolaczinski, J.H., Reithinger, R., Worku, D.T., Ocheng, A., Kasimiro, J., Kabatereine, N. and Brooker, S. (2008).  <b>Risk factors of visceral leishmaniasis in East Africa: a case-control study in Pokot territory of Kenya and Uganda.</b> <i>International Journal of Epidemiology</i>, <b>37</b>(2):344-52",,,Kenya,KEN,2.0993,35.0364,RDT,Paracheck Pf,6,2006,9,2006,11,43,1,4,0.25,2000
100,805352,,"Gitonga, C. and Brooker, S. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-2.232,40.17934,RDT,Paracheck Pf (Dipstick),2,2009,2,2009,5,17,1,110,0.009090909,2000
101,822344,,"Mwangi, T.W. (2003). <i>Clinical epidemiology of malaria under differing levels of transmission.</i> D. Phil. Thesis. The Open University: Weatherall Institute of Molecular Medicine, Oxford, United Kingdom.","Mwangi, T.W. (2008) personal communication.",,Kenya,KEN,-3.7406,39.72,Microscopy,,3,2001,3,2001,0,79,33,129,0.255813953,2000
102,805404,,"Kolaczinski, J.H., Reithinger, R., Worku, D.T., Ocheng, A., Kasimiro, J., Kabatereine, N. and Brooker, S. (2008).  <b>Risk factors of visceral leishmaniasis in East Africa: a case-control study in Pokot territory of Kenya and Uganda.</b> <i>International Journal of Epidemiology</i>, <b>37</b>(2):344-52",,,Kenya,KEN,1.5871,35.0096,RDT,Paracheck Pf,6,2006,9,2006,7,35,1,6,0.166666667,2000
103,819288,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  <b>Spatial and temporal heterogeneity of <i>Anopheles</i> mosquitoes and <i>Plasmodium falciparum</i> transmission along the Kenyan coast.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>68</b>(6):734-42",,,Kenya,KEN,-3.734,39.799,Microscopy,,5,1998,5,1998,6,12,62,101,0.613861386,2000
104,805414,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.8025,39.7548,Microscopy,,5,2009,5,2009,0.4,10,0,24,0,2000
105,805468,,"Gitonga, C. and Brooker, S. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.65841,40.12385,RDT,Paracheck Pf (Dipstick),3,2009,3,2009,5,17,6,110,0.054545455,2000
106,805492,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.57193,34.7088,RDT,Paracheck Pf (Dipstick),7,2009,7,2009,4,15,1,109,0.009174312,2000
107,805507,,"Rapuoda, B.A. (1995). <i>The malaria parasite prevalence rates in settled villages of the Mwea Tebere irrigation scheme.</i> D. Phil. Thesis. Kenyatta University, Nairobi, Kenya.",,,Kenya,KEN,-0.649,37.383,Microscopy,,11,1990,11,1990,1,9,8,186,0.043010753,2000
108,805512,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.48084,34.88973,RDT,Paracheck Pf (Dipstick),7,2009,7,2009,4,15,7,123,0.056910569,2000
109,805656,,"Gitonga, C. and Brooker, S. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-2.4561,40.18693,RDT,Paracheck Pf (Dipstick),3,2009,3,2009,5,17,0,111,0,2000
110,805672,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-3.9161,39.61864,RDT,OptiMAL-IT,10,2008,10,2008,5,15,2,107,0.018691589,2000
111,805701,,"Snow, R.W. (1991) personal communication.",,,Kenya,KEN,-3.60054,39.87046,Microscopy,,7,1989,9,1991,1,7,4,17,0.235294118,2000
112,805702,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,0.4049,34.2474,RDT,Rapid Uni-Gold,2,2003,2,2003,0.6,4,17,19,0.894736842,2000
113,805741,,"Imbahale, S., Githeko, A. and Takken, W. (2009) personal communication.","Imbahale, SS, Fillinger, U, Githeko, A, Mukabana, WR and Takken, W. (2010).  <b>An exploratory survey of malaria prevalence and people's knowledge, attitudes and practices of mosquito larval source management for malaria control in western Kenya.</b> <i>Acta Tropica</i>, <b>115</b>(3):248-56",,Kenya,KEN,-0.10056,34.76444,Microscopy,,1,2007,1,2007,2,11,0,7,0,2000
114,805752,,"Imbahale, S., Githeko, A. and Takken, W. (2009) personal communication.","Imbahale, SS, Fillinger, U, Githeko, A, Mukabana, WR and Takken, W. (2010).  <b>An exploratory survey of malaria prevalence and people's knowledge, attitudes and practices of mosquito larval source management for malaria control in western Kenya.</b> <i>Acta Tropica</i>, <b>115</b>(3):248-56",,Kenya,KEN,-0.11397,34.76987,Microscopy,,1,2007,1,2007,2,11,2,33,0.060606061,2000
115,822347,,"Mwangi, T.W. (2003). <i>Clinical epidemiology of malaria under differing levels of transmission.</i> D. Phil. Thesis. The Open University: Weatherall Institute of Molecular Medicine, Oxford, United Kingdom.","Mwangi, T.W. (2008) personal communication.",,Kenya,KEN,-3.7231,39.7249,Microscopy,,3,2001,3,2001,0,79,18,77,0.233766234,2000
116,805804,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.91981,34.77226,RDT,Paracheck Pf (Dipstick),7,2009,7,2009,4,15,3,81,0.037037037,2000
117,805847,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.5109,39.8452,Microscopy,,4,2009,4,2009,2,12,0,19,0,2000
118,805852,,"Mbogo, C. (2009). <i>Report on the malaria prevalence survey in Malindi.</i> Malindi, Kenya 4pg.",,,Kenya,KEN,-3.13117,39.89137,Microscopy,,10,2008,10,2008,3,14,4,100,0.04,2000
119,805899,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.01127,39.91565,RDT,Paracheck Pf (Device),10,2009,10,2009,5,17,0,81,0,2000
120,805941,,"Guyatt, H.L., Corlett, S.K., Robinson, T.P., Ochola, S.A. and Snow, R.W. (2002).  <b>Malaria prevention in highland Kenya: indoor residual house-spraying vs. insecticide-treated bednets.</b> <i>Tropical Medicine & International Health</i>, <b>7</b>(4):298-303","Snow, RW. (2002) personal communication.",,Kenya,KEN,-0.8152,34.7854,RDT,ICT Malaria Pf,7,2000,7,2000,1,86,6,117,0.051282051,2000
121,805950,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  <b>Spatial and temporal heterogeneity of <i>Anopheles</i> mosquitoes and <i>Plasmodium falciparum</i> transmission along the Kenyan coast.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>68</b>(6):734-42",,,Kenya,KEN,-3.2085,40.0699,Microscopy,,5,1998,5,1998,6,12,48,100,0.48,2000
122,805965,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.8228,39.7457,Microscopy,,5,2009,5,2009,0.7,10,0,13,0,2000
123,805991,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-4.3962,39.3535,RDT,OptiMAL-IT,10,2008,10,2008,5,15,0,105,0,2000
124,806005,,"Mwangi, T.W. (2003). <i>Clinical epidemiology of malaria under differing levels of transmission.</i> D. Phil. Thesis. The Open University: Weatherall Institute of Molecular Medicine, Oxford, United Kingdom.","Mwangi, T.W. (2008) personal communication.",,Kenya,KEN,-3.5051,39.8596,Microscopy,,8,1998,9,1998,0,11,31,78,0.397435897,2000
125,806064,,"Montgomery, S.R., Muok, EM, Mwinzi, PN, Williamson, JM, Secor, WE and Karanja, DM. (2008). <i>Estimation of attributable risk of anemia due to schistosomiasis in western Kenya.</i> New Orleans, United States of America.","Montgomery, SR. (2009) personal communication.",,Kenya,KEN,-0.21322,34.33559,Microscopy,,9,2006,9,2006,5,14,34,101,0.336633663,2000
126,806092,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-2.34995,37.89398,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,110,0,2000
127,806106,,"Gitonga, C. and Brooker, S. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.92446,39.83891,RDT,Paracheck Pf (Dipstick),2,2009,2,2009,5,17,0,98,0,2000
128,806115,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.76414,36.92059,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,105,0,2000
129,806117,,"Gitonga, C. and Brooker, S. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.09853,39.93108,RDT,Paracheck Pf (Dipstick),2,2009,2,2009,5,17,2,102,0.019607843,2000
130,806122,,"Sexton, J.D., Ruebush, T.K., Brandling-Bennett, A.D., Breman, J.G., Roberts, J.M., Odera, J.S. and Were, J.B. (1990).  <b>Permethrin-impregnated curtains and bed-nets prevent malaria in western Kenya.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>43</b>(1):11-8",,,Kenya,KEN,0.03,34.45,Microscopy,,6,1988,6,1988,0,99,363,481,0.754677755,2000
131,806150,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.39487,37.70143,RDT,Paracheck Pf (Device),10,2009,10,2009,5,17,0,78,0,2000
132,806175,,"Obala, A.A. (1991). <i>Paper 46/91.</i> Nairobi, Kenya.",,,Kenya,KEN,-0.218,35.2002,Microscopy,,6,1990,6,1990,0,99,1652,6244,0.264573991,2000
133,806177,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.8247,35.39685,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,106,0,2000
134,806183,,"Leenstra, T., Petersen, L.T., Kariuki, S.K., Oloo, A.J., Kager, P.A. and ter Kuile, F.O. (2005).  <b>Prevalence and severity of malnutrition and age at menarche; cross-sectional studies in adolescent schoolgirls in western Kenya.</b> <i>European Journal of Clinical Nutrition</i>, <b>59</b>(1):41-8","Leenstra, T. (2009) personal communication.",,Kenya,KEN,-0.10601,34.40776,Microscopy,,11,1998,11,1998,12,18,3,12,0.25,2000
135,806214,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.514,34.8917,RDT,Paracheck Pf (Dipstick),7,2009,7,2009,4,15,0,109,0,2000
136,806228,,"Bonizzoni, M., Afrane, Y., Baliraine, F.N., Amenya, D.A., Githeko, A.K. and Yan, G. (2009).  <b>Genetic structure of <i>Plasmodium falciparum</i> populations between lowland and highland sites and antimalarial drug resistance in Western Kenya.</b> <i>Infection, Genetics and Evolution</i>, <b>9</b>(5):806-12",,,Kenya,KEN,-0.0883,35.12689,Microscopy,,11,2006,11,2006,6,14,18,102,0.176470588,2000
